code,movie_tile,lat_lon
t0266543,Finding Nemo,"{'Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA ': ['37.83266', '-122.283723'], 'Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA ': ['34.15681', '-118.325089']}"
t0084787,The Thing,"{'Kimberley, British Columbia, Canada ': ['49.665157', '-115.996721'], 'Stewart, British Columbia, Canada ': ['52.881216', '-127.73769'], 'Juneau, Alaska, USA ': ['58.3019444', '-134.41972220000002'], 'British Columbia, Canada ': ['53.726668', '-127.647621'], 'Tongass National Forest, Alaska, USA ': ['56.930443', '-133.624797'], 'Salmon Glacier, British Columbia, Canada ': ['56.133333', '-130.066667'], 'Stage 27, Universal Studios - 100 Universal City Plaza, Universal City, California, USA ': ['34.137868', '-118.352863'], 'Hyder, Alaska, USA ': ['55.917725', '-130.02768'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'Universal City, California, USA ': ['34.1397694', '-118.35057790000002'], 'USA ': ['44.427963', '-110.58845500000001'], 'Alaska, USA ': ['44.427963', '-110.58845500000001']}"
t0080678,The Elephant Man,"{""Butler's Wharf, Shad Thames, Southwark, London, England, UK "": ['51.502739', '-0.071555'], 'Liverpool Street Station, Liverpool Street, Broadgate, London, England, UK ': ['51.518752', '-0.081437'], 'Tower Bridge, London, England, UK ': ['51.504167', '-0.076271'], 'Clink Street, Southwark, London, England, UK ': ['51.507102', '-0.092107'], 'Eastern Hospital, Homerton Row, Lower Clapton, London, England, UK ': ['51.549053', '-0.048237'], 'Liverpool Street, Broadgate, London, England, UK ': ['51.518752', '-0.081437'], 'National Liberal Club, Whitehall Place, Whitehall, Westminster, London, England, UK ': ['51.506398', '-0.1236'], 'Royal Horseguards Hotel - 1 & 2 Whitehall Court, Whitehall, Westminster, London, England, UK ': ['51.506204', '-0.123931'], 'Shad Thames, Southwark, London, England, UK ': ['51.502045', '-0.072328'], 'South Bank, Lambeth, London, England, UK ': ['51.503728', '-0.111676'], 'Southwark, London, England, UK ': ['51.502781', '-0.087738'], 'Homerton Row, Lower Clapton, London, England, UK ': ['51.549053', '-0.048237'], 'Lower Clapton, London, England, UK ': ['51.555657', '-0.055002'], 'Broadgate, London, England, UK ': ['51.519105', '-0.083466'], 'Hackney, London, England, UK ': ['51.55179529999999', '-0.06464370000003328'], 'Lee International Studios, Wembley, London, England, UK ': ['51.449333', '0.020484'], 'Shepperton Studios, Shepperton, Surrey, England, UK ': ['51.407549', '-0.463643'], 'St Mary Overies Dock, Southwark, London, England, UK ': ['51.506893', '-0.09037'], 'Westminster, London, England, UK ': ['51.497495', '-0.135658'], 'Whitehall Court, Whitehall, Westminster, London, England, UK ': ['51.505778', '-0.12446'], 'London, England, UK ': ['51.5073509', '-0.1277583'], 'England, UK ': ['52.3555177', '-1.1743197000000691'], 'UK ': ['55.378051', '-3.43597299999999'], 'Whitehall, Westminster, London, England, UK ': ['51.504982', '-0.126571']}"
t0071315,Chinatown,"{'Spring Street, Chinatown, Los Angeles, California, USA ': ['34.066309', '-118.233123'], 'Big Tujunga Wash at Foothill Blvd., Sunland, Los Angeles, California, USA ': ['34.267118', '-118.335602'], 'Koreatown, Los Angeles, California, USA ': ['34.060988', '-118.302358'], 'Echo Park Lake, Echo Park, Los Angeles, California, USA ': ['34.072873', '-118.260519'], 'Point Fermin Park - 807 W. Paseo Del Mar, San Pedro, Los Angeles, California, USA ': ['33.706201', '-118.29354'], ""Trident Ranch (actor Walter Brennan's then-home), 3240 Sunset Valley Road, Moorpark, California, USA "": ['34.252927', '-118.850805'], 'Archer School for Girls - 11725 Sunset Boulevard, Brentwood, Los Angeles, California, USA ': ['34.065091', '-118.471615'], 'Ord Street, Chinatown, Los Angeles, California, USA ': ['34.060343', '-118.239334'], 'Catalina Casino - 1 Casino Way, Avalon, Santa Catalina Island, Channel Islands, California, USA ': ['33.348872', '-118.32583'], 'Channel Islands, California, USA ': ['33.470642', '-119.317095'], 'Biltmore Hotel Limousine lane/V.I.P. Ramp, 530 South Grand Ave, Los Angeles, California, USA ': ['34.04934', '-118.254461'], 'Mi Casa, 1400-1414 Havenhurst Drive, West Hollywood, California, USA ': ['34.096173', '-118.367036'], 'The Portuguese Bend Riding Club, 40 Narcissa Drive, Rancho Palos Verdes, California, USA ': ['33.747853', '-118.376907'], '1972 Canyon Drive, Hollywood, Los Angeles, California, USA ': ['34.107392', '-118.316677'], '848 E Kensington Road, Echo Park, Los Angeles, California, USA ': ['34.072176', '-118.252594'], 'Council Chamber, Los Angeles City Hall - 200 North Spring Street, Downtown, Los Angeles, California, USA ': ['34.053477', '-118.242893'], 'The Prince - 3198 W 7th St, Los Angeles, California, USA ': ['34.059478', '-118.295067'], '5030 Lemon Grove Avenue, East Hollywood, Los Angeles, California, USA ': ['34.08601', '-118.306217'], 'Brentwood, Los Angeles, California, USA ': ['34.052101', '-118.473246'], 'Grand Avenue, Downtown, Los Angeles, California, USA ': ['34.059013', '-118.245627'], 'Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA ': ['34.050604', '-118.247857'], 'Crescent Bay, California, USA ': ['33.54556', '-117.8022'], 'El Rancho Escondido, 1 El Rancho Escondido Road, Avalon, Santa Catalina Island, Channel Islands, California, USA ': ['33.390354', '-118.443158'], 'Glendale, California, USA ': ['34.1425078', '-118.255075'], 'Hollywood Boulevard, Hollywood, Los Angeles, California, USA ': ['34.101585', '-118.333623'], 'Canyon Drive, Hollywood, Los Angeles, California, USA ': ['34.105454', '-118.316931'], 'Midtown, Los Angeles, California, USA ': ['34.047931', '-118.335531'], 'Silver Lake, Los Angeles, California, USA ': ['34.0869409', '-118.2702036'], '1315 South El Molino Drive, Pasadena, California, USA ': ['34.123385', '-118.137572'], 'Hollywood Reservoir, Hollywood Hills, Los Angeles, California, USA ': ['34.119769', '-118.330853'], 'Downtown, Los Angeles, California, USA ': ['34.040713', '-118.246769'], 'Venice Canals, Venice, Los Angeles, California, USA ': ['33.983464', '-118.466688'], 'Stage 32, Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA ': ['34.086826', '-118.320846'], 'Stone Canyon Reservoir, Santa Monica Mountains, Los Angeles, California, USA ': ['34.107882', '-118.558176'], 'Chinatown, Los Angeles, California, USA ': ['34.062334', '-118.238331'], 'Venice, Los Angeles, California, USA ': ['33.985047', '-118.469483'], 'Hollywood Hills, Los Angeles, California, USA ': ['34.1176605', '-118.35203890000003'], 'USA ': ['44.427963', '-110.58845500000001'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'California, USA ': ['36.778261', '-119.41793239999998']}"
t0081398,Raging Bull,"{""Hell's Kitchen, Manhattan, New York City, New York, USA "": ['40.763758', '-73.991818'], '1 Clarkson street, Manhattan, New York City, New York, USA ': ['40.729616', '-74.00543'], 'Olympic Auditorium - 1801 S. Grand Avenue, Downtown, Los Angeles, California, USA ': ['34.034128', '-118.26792'], 'Webster Hall - 125 East 11th Street, Greenwich Village, Manhattan, New York City, New York, USA ': ['40.731769', '-73.989114'], '3460 Cabrillo Boulevard, Los Angeles, California, USA ': ['34.008977', '-118.444114'], '1331 South Pacific Ave, San Pedro, Los Angeles, California, USA ': ['33.731818', '-118.288274'], 'Downtown, Los Angeles, California, USA ': ['34.040713', '-118.246769'], 'Culver City, California, USA ': ['34.0211224', '-118.39646649999997'], '443 West 56th Street, Manhattan, New York City, New York, USA ': ['40.768258', '-73.988111'], '10 East 60th Street, Manhattan, New York City, New York, USA ': ['40.764356', '-73.971895'], 'Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Manhattan, New York City, New York, USA ': ['40.790278', '-73.959722'], 'San Pedro, Los Angeles, California, USA ': ['33.7360619', '-118.2922461'], '116 East 14th Street, Manhattan, New York City, New York, USA ': ['40.733764', '-73.988853'], 'Barbizon-Plaza Hotel - 106 Central Park S, Manhattan, New York City, New York, USA ': ['40.764656', '-73.974441'], '1 City Island Road, Bronx, New York City, New York, USA ': ['40.863327', '-73.807708'], '220 West 49th Street, Manhattan, New York City, New York, USA ': ['40.760908', '-73.985335'], '225 West 49th Street, Manhattan, New York City, New York, USA ': ['40.761399', '-73.985253'], 'USA ': ['44.427963', '-110.58845500000001'], 'Stage 3, Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Stage 5, Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'New York, USA ': ['40.7127837', '-74.0059413'], 'New York City, New York, USA ': ['40.7127837', '-74.0059413']}"
t0434409,V for Vendetta,"{'Aldwych Underground Station, Aldwych, Holborn, London, England, UK ': ['51.512512', '-0.118566'], 'Berlin, Germany ': ['52.5200066', '13.404954'], 'Güterfelde, Stahnsdorf, Brandenburg, Germany ': ['52.36743', '13.185235'], 'Studio Babelsberg, Potsdam, Brandenburg, Germany ': ['52.387024', '13.120175'], 'London Central Business District, London, England, UK ': ['51.5073509', '-0.1277583'], ""Trafalgar Square, St James's, London, England, UK "": ['51.507692', '-0.128759'], 'Marlene-Dietrich-Halle, Studio Babelsberg, Potsdam, Brandenburg, Germany ': ['52.387024', '13.120175'], ""Singers' Club, George IV Public House, Portugal Street, Westminster, London, England, UK "": ['51.514705', '-0.11687'], 'Farringdon Underground station, Cowcross Street, Clerkenwell, London, England, UK ': ['51.520138', '-0.104751'], 'Strand, London, England, UK ': ['51.511189', '-0.119333'], 'Hatfield House, Hatfield, Hertfordshire, England, UK ': ['51.760633', '-0.209262'], 'Parliament Square, Westminster, London, England, UK ': ['51.501033', '-0.12676'], 'London, England, UK ': ['51.5073509', '-0.1277583']}"
t0031381,Gone with the Wind,"{'North Little Rock, Arkansas, USA ': ['34.769536', '-92.2670941'], 'Georgia, USA ': ['32.1656221', '-82.9000751'], 'Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA ': ['34.256049', '-116.929311'], 'The Old Mill Park, Little Rock, Arkansas, USA ': ['34.791605', '-92.249578'], 'Bidwell Park - Manzanita Avenue, Chico, California, USA ': ['39.780293', '-121.748042'], 'Big Bear Valley, San Bernardino National Forest, California, USA ': ['34.188958', '-116.982831'], 'Busch Gardens - S. Grove Avenue, Pasadena, California, USA ': ['34.128164', '-118.163638'], 'San Bernardino National Forest, California, USA ': ['34.188958', '-116.982831'], 'Calabasas, California, USA ': ['34.1367208', '-118.66148090000002'], 'Chico, California, USA ': ['39.7284944', '-121.8374777'], 'Malibu Lake, California, USA ': ['34.107289', '-118.755875'], 'Simi Valley, California, USA ': ['34.2694474', '-118.78148199999998'], 'Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Arroyo Boulevard, Pasadena, California, USA ': ['34.185749', '-118.170475'], 'Lasky Mesa, West Hills, Los Angeles, California, USA ': ['34.1973122', '-118.6439809'], 'Pasadena, California, USA ': ['34.1477849', '-118.14451550000001'], 'Agoura, California, USA ': ['34.1533395', '-118.7616764'], 'Sony Pictures Studios - 10202 W. Washington Blvd., Culver City, California, USA ': ['34.017095', '-118.402116'], 'Ahmanson Ranch, Victory Boulevard, Lasky Mesa, West Hills, Los Angeles, California, USA ': ['34.186641', '-118.482514'], 'Reuss Ranch, Malibu Lake, California, USA ': ['34.107', '-118.757'], 'Paradise Apple Orchard, Chico, California, USA ': ['39.7284944', '-121.8374777'], 'Paradise, California, USA ': ['39.7596061', '-121.62191769999998'], 'Agoura Hills, California, USA ': ['34.1533395', '-118.7616764'], 'Northern California, California, USA ': ['38.837522', '-120.895824'], 'United Artists Studios - 7200 Santa Monica Boulevard, West Hollywood, California, USA ': ['34.090621', '-118.348197'], 'Woodland Hills, Los Angeles, California, USA ': ['34.165357', '-118.60897520000003'], 'Pentz Road, Paradise, California, USA ': ['39.763289', '-121.574455'], 'West Hills, Los Angeles, California, USA ': ['34.1973122', '-118.6439809'], 'Hollywood, Los Angeles, California, USA ': ['34.0928092', '-118.32866139999999'], 'Los Angeles, California, USA ': ['34.0522342', '-118.2436849'], 'California, USA ': ['36.778261', '-119.41793239999998'], 'Arkansas, USA ': ['35.20105', '-91.8318334'], 'USA ': ['44.427963', '-110.58845500000001'], 'Stage 14, Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Stage 7, Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Stage 8, Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Stage 9, Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Stage 11, Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Stage 12, Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA ': ['34.02276', '-118.390849'], 'Slauson Avenue, Los Angeles, California, USA ': ['33.989194', '-118.214062']}"
t2096673,Inside Out,"{'Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA ': ['37.83266', '-122.283723'], 'Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA ': ['34.15681', '-118.325089']}"
t0120735,"Lock, Stock and Two Smoking Barrels","{'St John Street, London, Greater London, England, UK ': ['51.525834', '-0.104013'], '19 Park Street, London, Greater London, England, UK ': ['51.505208', '-0.09206'], 'Stables Market, 842 Chalk Farm Road, Camden Town, London, Greater London, England, UK ': ['51.542046', '-0.146969'], 'The Royal Oak, 73 Columbia Road, Bethnal Green, London, Greater London, England, UK ': ['51.529568', '-0.069318'], 'Dorney Court, Court Lane, Dorney, Windsor, Buckinghamshire, England, UK ': ['51.502717', '-0.668887'], 'Pedley Street, London, Greater London, England, UK ': ['51.523018', '-0.066225'], '42-44 Cheshire Street, Bethnal Green, London, Greater London, England, UK ': ['51.523612', '-0.069789'], 'Bethnal Green Town Hall, 8 Patriot Square, Bethnal Green, London, Greater London, England, UK ': ['51.53048', '-0.055742'], 'Bethnal Green, London, Greater London, England, UK ': ['51.53048', '-0.055742'], 'Borough Market, 8 Southwark Street, London, Greater London, England, UK ': ['51.50545', '-0.090963'], 'Hackney, London, Greater London, England, UK ': ['51.526151', '-0.080009'], 'Cheshire Street, Bethnal Green, London, Greater London, England, UK ': ['51.523655', '-0.068669'], 'Repton Boxing Club, The Bath House, 116 Cheshire Street, Bethnal Green, London, Greater London, England, UK ': ['51.524265', '-0.065266'], 'Southwark Bridge, Southwark, London, Greater London, England, UK ': ['51.508901', '-0.094073'], 'Three Mills Studios, Three Mill Lane, London, Greater London, England, UK ': ['51.527406', '-0.006944'], '13-15 Park Street, London, Greater London, England, UK ': ['51.508791', '-0.154095'], 'London, Greater London, England, UK ': ['51.5073509', '-0.1277583'], 'The Bath House, 116 Cheshire Street, Bethnal Green, London, Greater London, England, UK ': ['51.52382', '-0.066535'], '116 Cheshire Street, Bethnal Green, London, Greater London, England, UK ': ['51.52382', '-0.066535'], 'Southwark, London, Greater London, England, UK ': ['51.502781', '-0.087738'], '3 Mills Studios, Three Mill Lane, London, Greater London, England, UK ': ['51.527164', '-0.005501'], 'Park Street, London, Greater London, England, UK ': ['51.510891', '-0.154639'], '842 Chalk Farm Road, Camden Town, London, Greater London, England, UK ': ['51.542419', '-0.148612'], 'Chalk Farm Road, Camden Town, London, Greater London, England, UK ': ['51.542921', '-0.148973'], 'Camden Town, London, Greater London, England, UK ': ['51.539026', '-0.142552'], '73 Columbia Road, Bethnal Green, London, Greater London, England, UK ': ['51.529568', '-0.069318'], 'Columbia Road, Bethnal Green, London, Greater London, England, UK ': ['51.528429', '-0.071486'], '8 Patriot Square, Bethnal Green, London, Greater London, England, UK ': ['51.53048', '-0.055742'], 'Patriot Square, Bethnal Green, London, Greater London, England, UK ': ['51.530671', '-0.055371'], 'Court Lane, Dorney, Windsor, Buckinghamshire, England, UK ': ['51.503745', '-0.668188'], 'Dorney, Windsor, Buckinghamshire, England, UK ': ['51.504476', '-0.664989'], 'England, UK ': ['52.3555177', '-1.1743197000000691']}"
t0046912,Dial M for Murder,"{'Stage 5, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA ': ['34.148731', '-118.338686'], 'Stage 6, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA ': ['34.148731', '-118.338686'], 'Stage 9, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA ': ['34.148731', '-118.338686'], 'Stage 20, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA ': ['34.148731', '-118.338686']}"
t1305806,The Secret in Their Eyes,"{'Estación Retiro, Retiro, Buenos Aires, Federal District, Argentina ': ['-34.58813', '-58.37569'], 'Tomás Adolfo Ducó Stadium, Parque Patricios, Capital Federal, Argentina ': ['-34.643146', '-58.396849'], 'Chivilcoy, Buenos Aires Province, Argentina ': ['-34.89698', '-60.019073'], 'Palacio de Justicia de la Nación - 550 Talcahuano, San Nicolás, Buenos Aires, Federal District, Argentina ': ['-34.601962', '-58.386237'], 'Buenos Aires, Federal District, Argentina ': ['-34.6037232', '-58.3815931']}"
t0347149,Howl's Moving Castle,no
t0050212,The Bridge on the River Kwai,"{'Ambepussa, Sri Lanka ': ['7.241776', '80.211216'], 'Kelani River, Sri Lanka ': ['6.958263', '79.928686'], 'Government Rest House, Kitulgala, Sri Lanka ': ['6.996209', '80.405702'], 'Mount Lavinia Hotel - 100 Hotel Road, Mount Lavinia, Western Province, Sri Lanka ': ['6.833161', '79.861957'], 'Colombo, Western Province, Sri Lanka ': ['6.9270786', '79.86124300000006'], 'Kandy, Central Province, Sri Lanka ': ['7.2905715', '80.63372619999996'], 'Kitulgala, Sri Lanka ': ['6.9897845', '80.42708849999997'], 'Mount Lavinia, Western Province, Sri Lanka ': ['6.8301185', '79.8800832'], 'Peradeniya Botanical Gardens, Central Province, Sri Lanka ': ['7.268273', '80.596599'], 'Mahara, Sri Lanka ': ['6.990866', '79.939557'], 'Kalugamuwa, Gelioya, Kandy, Sri Lanka ': ['7.214463', '80.600178'], 'Royal Botanical Gardens, Peradeniya, Kandy District, Central Province, Sri Lanka ': ['7.268273', '80.596599'], 'Central Province, Sri Lanka ': ['7.2565', '80.721442'], 'Peradeniya, Kandy District, Central Province, Sri Lanka ': ['7.269865', '80.593833'], '6°59\'07.0""N 80°25\'33.0""E, Kelani River, Sri Lanka ': ['6.958263', '79.928686']}"
